N,Z,A,elt,S(2n),S(2n) Error,S(2n) Experimental,S(2p),S(2p) Error,S(2p) Experimental,Q(a),Q(a) Error,Q(a) Experimental,Q(2B-),Q(2B-) Error,Q(2B-) Experimental,Q(ep),Q(ep) Error,Q(ep) Experimental,Q(B- n),Q(B- n) Error,Q(B- n) Experimental,S(n),S(n) Error,S(n) Experimental,S(p),S(p) Error,S(p) Experimental,Q(4B-),Q(4B-) Error,Q(4B-) Experimental,"Q(d,a)","Q(d,a) Error","Q(d,a) Experimental","Q(p,a)","Q(p,a) Error","Q(p,a) Experimental","Q(n,a)","Q(n,a) Error","Q(n,a) Experimental"
29,14,43,Si,5161.0,814.0,False,,,True,-21599.0,786.0,False,35297.0,596.0,False,,,True,14020.0,674.0,False,1440.0,778.0,False,24288.0,846.0,False,55111.0,596.0,False,392.0,778.0,False,375.0,718.0,False,-19603.0,778.0,False
28,15,43,P,6483.04,567.57,True,43318.0,747.0,False,-18395.0,684.0,False,28839.33,558.14,True,-42709.0,817.0,False,14246.25,554.71,True,4401.23,637.6,True,19079.0,747.0,False,41255.21,554.7,True,3270.96,784.47,True,4114.2,653.3,True,-17264.0,684.0,False
27,16,43,S,9329.52,6.44,True,38893.07,554.73,True,-16940.73,135.62,True,19814.35,7.27,True,-35954.0,500.0,False,4564.99,59.82,True,2629.03,5.7,True,20494.17,314.42,True,26213.36,4.98,True,3495.11,120.27,True,782.97,153.66,True,-11978.74,345.15,True
26,17,43,Cl,12994.95,92.46,True,33757.68,135.15,True,-13809.79,128.51,True,12415.88,61.86,True,-32458.22,320.41,True,2191.85,62.13,True,7399.06,85.91,True,13810.73,61.92,True,12028.59,61.89,True,5559.88,61.99,True,3542.39,61.99,True,-10398.74,165.57,True
25,18,43,Ar,15084.94,5.32,True,27579.17,6.71,True,-11272.06,50.28,True,6399.01,5.31,True,-21661.03,6.0,True,-5059.1,5.31,True,5658.45,7.85,True,14467.01,59.85,True,-2688.73,8.98,True,6008.19,68.93,True,412.06,32.5,True,-3525.56,6.64,True
24,19,43,K,17158.48,0.41,True,23846.14,68.72,True,-9200.1,1.78,True,-387.29,1.91,True,-19032.59,59.62,True,-6099.46,0.44,True,9624.68,0.42,True,9441.68,5.79,True,-18659.03,42.85,True,7202.92,0.54,True,3328.56,0.41,True,-3371.17,32.07,True
23,20,43,Ca,19413.57,0.18,True,19919.26,0.42,True,-7591.55,5.01,True,-9087.74,7.25,True,-11275.12,5.78,True,-14358.99,0.2,True,7932.89,0.17,True,10675.77,0.25,True,-36439.0,400.0,False,7861.53,0.23,True,-9.28,0.23,True,2277.47,0.23,True
22,21,43,Sc,23688.32,1.86,True,15206.5,1.86,True,-4805.83,1.86,True,-18271.75,42.89,True,-8455.05,1.87,True,-19154.75,1.87,True,12138.27,1.86,True,4929.83,1.86,True,,,True,9660.59,1.86,True,3522.34,1.86,True,2993.79,1.86,True
21,22,43,Ti,29766.18,28.87,True,8761.13,7.25,True,-4463.3,7.27,True,-27351.0,400.0,False,1937.19,7.25,True,-29773.0,196.0,False,12287.73,7.25,True,4488.9,7.25,True,,,True,10032.14,7.25,True,-3933.69,7.78,True,11171.7,7.25,True
20,23,43,V,34379.0,205.0,False,3851.88,42.85,True,-6168.56,49.11,True,,,True,6915.83,42.85,True,-32718.0,402.0,False,18368.0,200.0,False,100.65,42.85,True,,,True,8491.99,51.16,True,-4201.92,165.64,True,8253.38,42.94,True
19,24,43,Cr,,,True,851.0,401.0,False,-6595.0,447.0,False,,,True,15846.0,400.0,False,,,True,16771.0,565.0,False,1639.0,445.0,False,,,True,8420.0,447.0,False,-9276.0,500.0,False,12527.0,430.0,False
30,14,44,Si,4099.0,778.0,False,,,True,-22262.0,778.0,False,37717.0,596.0,False,,,True,15762.0,814.0,False,2659.0,843.0,False,25796.0,998.0,False,61186.0,596.0,False,-876.0,846.0,False,-43.0,778.0,False,,,True
29,15,44,P,6702.0,591.0,False,44227.0,781.0,False,-19564.0,640.0,False,30835.0,518.0,False,-43858.0,944.0,False,14575.0,500.0,False,2301.0,747.0,False,19940.0,778.0,False,46232.0,500.0,False,4691.0,707.0,False,3195.0,747.0,False,-17323.0,707.0,False
28,16,44,S,7709.12,5.92,True,40252.0,500.0,False,-17058.83,345.16,True,23469.02,5.45,True,-39594.0,596.0,False,6883.96,62.08,True,5080.09,7.21,True,21173.03,554.73,True,32264.44,5.23,True,496.83,314.42,True,639.59,120.28,True,-15677.5,554.73,True
27,17,44,Cl,11695.39,148.79,True,35972.2,342.66,True,-14695.07,205.36,True,15396.97,136.32,True,-32353.32,571.21,True,3553.97,136.42,True,4296.33,149.7,True,15478.03,136.41,True,17431.46,136.33,True,7964.03,136.35,True,3488.11,136.38,True,-9758.35,181.72,True
26,18,44,Ar,14393.21,5.99,True,29613.45,3.21,True,-12260.32,4.29,True,8795.42,1.62,True,-27766.77,5.22,True,-4169.18,1.64,True,8734.76,5.54,True,15802.72,61.88,True,4875.31,1.73,True,2869.32,59.64,True,-502.01,68.74,True,-8018.28,4.39,True
25,19,44,K,16902.1,0.43,True,25527.67,59.62,True,-10648.59,32.07,True,2034.49,1.8,True,-18910.95,61.86,True,-5443.99,0.48,True,7277.42,0.59,True,11060.65,5.33,True,-11665.11,181.64,True,9351.99,5.79,True,2150.07,0.54,True,-2827.9,68.72,True
24,20,44,Ca,19064.06,0.29,True,21623.94,5.78,True,-8853.7,0.32,True,-3920.11,0.77,True,-16747.84,5.32,True,-13351.89,1.88,True,11131.17,0.23,True,12182.26,0.52,True,-28108.0,300.0,False,4264.16,0.34,True,-1045.08,0.33,True,-2754.77,0.48,True
23,21,44,Sc,21837.47,1.75,True,17371.9,1.76,True,-6705.41,1.76,True,-13699.61,181.65,True,-8529.57,1.8,True,-16566.22,7.45,True,9699.2,2.55,True,6696.13,1.74,True,-44846.0,500.0,False,11442.07,1.75,True,2185.96,1.75,True,3389.96,1.76,True
22,22,44,Ti,28586.53,0.75,True,13579.27,0.72,True,-5127.1,0.7,True,-24188.0,300.0,False,-6428.72,0.74,True,-27703.53,42.85,True,16298.8,7.28,True,8649.44,1.99,True,,,True,5283.39,0.72,True,-4042.1,0.7,True,3235.72,0.71,True
21,23,44,V,32639.0,267.0,False,6573.17,181.64,True,-6017.96,181.66,True,-31146.0,532.0,False,4782.75,181.65,True,-30218.0,439.0,False,14271.34,186.63,True,2084.27,181.79,True,,,True,11699.1,181.64,True,-3554.79,183.78,True,10172.43,181.64,True
20,24,44,Cr,36233.0,500.0,False,2834.0,300.0,False,-6935.0,340.0,False,,,True,8672.0,300.0,False,,,True,19462.0,500.0,False,2733.0,303.0,False,,,True,4970.0,358.0,False,-8817.0,361.0,False,7984.0,301.0,False
19,25,44,Mn,,,True,-72.0,537.0,False,-7565.0,583.0,False,,,True,17657.0,502.0,False,,,True,,,True,-1711.0,640.0,False,,,True,11011.0,640.0,False,,,True,12356.0,539.0,False
31,14,45,Si,1754.0,919.0,False,,,True,,,True,41479.0,1250.0,False,,,True,18968.0,860.0,False,-905.0,919.0,False,,,True,67261.0,700.0,False,1181.0,1063.0,False,2254.0,922.0,False,,,True
30,15,45,P,5223.0,747.0,False,45998.0,944.0,False,-20245.0,707.0,False,33862.0,518.0,False,,,True,16733.0,500.0,False,2922.0,707.0,False,20202.0,778.0,False,52215.0,500.0,False,3209.0,778.0,False,3994.0,707.0,False,-18854.0,781.0,False
29,16,45,S,7936.76,1035.37,True,41669.0,1195.0,False,-18534.17,1174.59,True,25781.21,1035.36,True,-39792.0,1195.0,False,8323.62,1044.29,True,2856.67,1035.37,True,21729.0,1150.0,False,36822.59,1035.36,True,2041.39,1174.59,True,-135.27,1082.03,True,-14813.0,1150.0,False
28,17,45,Cl,10245.67,149.56,True,37520.31,571.17,True,-15707.69,181.6,True,18353.1,136.16,True,-36002.0,518.0,False,6339.4,136.17,True,5949.34,192.68,True,16347.28,136.26,True,22809.35,136.17,True,4643.72,136.25,True,4239.26,136.19,True,-13625.88,342.6,True
27,18,45,Ar,13903.62,5.33,True,32153.28,5.0,True,-13187.13,4.13,True,11041.38,0.63,True,-27855.53,5.24,True,-2060.62,0.66,True,5168.86,1.66,True,16675.24,136.32,True,9239.04,0.99,True,5099.52,61.86,True,-74.97,59.62,True,-6486.65,2.84,True
26,19,45,K,16182.88,0.66,True,27034.07,61.86,True,-11733.36,68.73,True,4456.26,0.85,True,-23520.08,136.32,True,-3218.28,0.61,True,8905.46,0.67,True,11231.35,1.67,True,-4729.62,1.02,True,6104.98,5.34,True,2671.09,5.8,True,-6137.47,59.62,True
25,20,45,Ca,18545.99,0.29,True,23380.31,5.32,True,-10169.58,0.5,True,-1802.33,0.9,True,-15427.89,1.63,True,-11067.51,1.76,True,7414.82,0.17,True,12319.65,0.56,True,-21297.37,35.4,True,6474.02,0.55,True,-926.09,0.38,True,-743.1,5.79,True
24,21,45,Sc,21026.43,1.98,True,19074.45,0.79,True,-7937.27,0.67,True,-9185.88,0.55,True,-12579.37,0.79,True,-11594.64,0.97,True,11327.23,1.88,True,6892.19,0.73,True,-35822.0,400.0,False,8047.73,0.7,True,2339.4,0.69,True,-403.47,0.68,True
23,22,45,Ti,25831.39,7.29,True,15178.96,0.87,True,-6296.87,0.85,True,-19495.04,35.41,True,-4830.14,0.89,True,-22964.78,181.64,True,9532.59,1.1,True,8482.83,1.95,True,-52772.0,400.0,False,7889.07,2.04,True,-2024.63,0.86,True,5183.81,0.86,True
22,23,45,V,30112.29,42.86,True,10275.86,2.06,True,-5668.52,0.88,True,-26636.0,400.0,False,-1359.0,1.96,True,-26597.0,300.0,False,15840.95,181.64,True,1626.42,1.12,True,,,True,8145.87,7.3,True,-1917.29,0.91,True,5881.54,0.89,True
21,24,45,Cr,33687.0,401.0,False,4771.66,36.13,True,-6242.18,45.1,True,-33277.0,401.0,False,10744.8,35.4,True,-34616.0,501.0,False,14226.0,302.0,False,2687.39,185.06,True,,,True,9112.36,55.58,True,-7031.0,199.0,False,11236.28,35.4,True
20,25,45,Mn,,,True,1911.0,402.0,False,-7995.0,447.0,False,,,True,11578.0,439.0,False,,,True,20351.0,640.0,False,-822.0,500.0,False,,,True,7431.0,565.0,False,-7116.0,565.0,False,8016.0,445.0,False
19,26,45,Fe,,,True,-1154.0,16.0,True,,,True,,,True,19833.0,500.0,False,,,True,,,True,557.0,640.0,False,,,True,,,True,,,True,12678.0,565.0,False
31,15,46,P,3623.0,860.0,False,,,True,-19555.0,922.0,False,36829.0,730.0,False,,,True,18888.0,1250.0,False,701.0,860.0,False,21809.0,989.0,False,58384.0,700.0,False,5167.0,919.0,False,4733.0,919.0,False,-18404.0,1063.0,False
30,16,46,S,6598.0,500.0,False,42751.0,778.0,False,-18555.0,707.0,False,30113.0,500.0,False,-44439.0,860.0,False,10531.0,518.0,False,3742.0,1150.0,False,22549.0,707.0,False,43479.0,500.0,False,600.0,707.0,False,524.0,747.0,False,-17115.0,778.0,False
29,17,46,Cl,9617.51,249.24,True,38888.0,542.0,False,-17294.05,377.32,True,21554.53,208.66,True,-36748.0,542.0,False,7840.08,208.66,True,3668.17,249.16,True,17158.78,1056.17,True,27901.82,208.66,True,6055.64,208.73,True,3200.12,208.72,True,-12892.82,592.65,True
28,18,46,Ar,13242.31,1.94,True,35146.63,5.33,True,-14560.1,3.01,True,13366.43,2.5,True,-33072.31,1035.36,True,-1228.61,1.23,True,8073.45,1.23,True,18799.35,136.17,True,14354.87,1.13,True,1322.4,136.33,True,-749.36,61.87,True,-11931.07,5.09,True
27,19,46,K,15775.07,0.84,True,29607.34,136.32,True,-13007.07,59.62,True,6347.29,1.0,True,-24440.35,136.17,True,-2673.07,0.81,True,6869.6,0.89,True,12932.1,0.89,True,1661.43,0.75,True,7970.14,1.74,True,1459.94,5.36,True,-5608.01,61.86,True
26,20,46,Ca,17813.32,2.26,True,25044.05,2.74,True,-11141.6,6.19,True,988.44,2.24,True,-20657.54,2.29,True,-10138.78,2.33,True,10398.5,2.26,True,13812.69,2.3,True,-13667.79,11.67,True,3352.94,2.27,True,-1699.92,2.27,True,-5483.15,5.76,True
25,21,46,Sc,20087.87,1.88,True,20557.67,0.8,True,-9164.11,0.69,True,-4685.87,0.67,True,-12434.55,0.86,True,-10822.7,0.52,True,8760.64,0.1,True,8238.02,0.75,True,-29192.0,400.0,False,10418.26,0.74,True,1511.66,0.71,True,460.57,0.8,True
24,22,46,Ti,22721.86,0.72,True,17237.07,0.36,True,-8005.47,0.22,True,-14656.23,11.45,True,-10604.6,0.4,True,-20313.1,0.86,True,13189.28,0.83,True,10344.87,0.66,True,-45038.0,500.0,False,4398.99,1.76,True,-3075.64,1.87,True,-72.58,0.28,True
23,23,46,V,29101.61,181.64,True,13837.31,1.77,True,-7379.11,0.26,True,-24506.0,400.0,False,-3292.43,0.67,True,-25631.87,35.4,True,13260.65,0.86,True,5354.48,0.84,True,,,True,11184.02,0.73,True,-2890.21,7.25,True,4759.15,1.87,True
22,24,46,Cr,32254.0,300.0,False,6500.94,11.47,True,-6791.81,11.46,True,-30382.0,500.0,False,2249.3,11.48,True,-32293.0,400.0,False,18028.08,37.2,True,4874.52,11.49,True,,,True,5355.62,182.0,True,-6691.16,44.35,True,5495.92,13.55,True
21,25,46,Mn,35742.0,640.0,False,3031.0,439.0,False,-7375.0,445.0,False,,,True,12027.0,400.0,False,-34403.0,565.0,False,15391.0,565.0,False,344.0,401.0,False,,,True,11502.0,500.0,False,-5735.0,565.0,False,10993.0,402.0,False
20,26,46,Fe,,,True,307.0,583.0,False,-8245.0,640.0,False,,,True,13136.0,501.0,False,,,True,20923.0,640.0,False,1129.0,640.0,False,,,True,4591.0,707.0,False,,,True,8527.0,640.0,False
32,15,47,P,2032.0,944.0,False,,,True,-19735.0,1132.0,False,39490.0,894.0,False,,,True,21299.0,944.0,False,1331.0,1063.0,False,,,True,65422.0,800.0,False,2931.0,1063.0,False,6061.0,998.0,False,,,True
31,16,47,S,4783.0,1150.0,False,44698.0,860.0,False,-18156.0,778.0,False,32736.0,500.0,False,,,True,13158.0,542.0,False,1041.0,707.0,False,22889.0,860.0,False,49714.0,500.0,False,2481.0,707.0,False,1784.0,707.0,False,-15497.0,778.0,False
30,17,47,Cl,7660.0,422.0,False,39957.0,640.0,False,-16884.0,684.0,False,25932.0,400.0,False,-40038.0,806.0,False,11922.0,400.0,False,3992.0,451.0,False,17409.0,640.0,False,34557.0,400.0,False,4921.0,1110.0,False,4289.0,400.0,False,-14584.0,640.0,False
29,18,47,Ar,11738.18,1.23,True,35954.69,1035.36,True,-15595.79,5.09,True,16978.08,2.49,True,-32995.0,500.0,False,1976.27,1.33,True,3664.73,1.58,True,18795.91,208.66,True,19571.03,1.12,True,3607.01,136.17,True,-117.76,136.33,True,-10515.7,5.33,True
28,19,47,K,15238.97,1.49,True,32027.37,136.17,True,-13977.38,61.87,True,8624.62,2.38,True,-29141.55,208.67,True,-643.93,2.64,True,8369.37,1.57,True,13228.02,1.79,True,6294.64,1.41,True,4769.63,1.49,True,1825.33,2.11,True,-9681.05,136.33,True
27,20,47,Ca,17674.88,2.25,True,27151.56,2.28,True,-12759.53,5.76,True,2592.95,2.22,True,-19860.46,2.49,True,-8654.52,2.32,True,7276.37,0.27,True,14219.46,2.34,True,-7781.84,6.43,True,4982.03,2.28,True,-1698.87,2.26,True,-4024.76,2.73,True
26,21,47,Sc,19407.33,2.04,True,22298.9,2.0,True,-10186.12,1.98,True,-2329.98,1.93,True,-16211.64,2.06,True,-8280.11,1.93,True,10646.69,2.04,True,8486.2,1.21,True,-21770.22,31.73,True,7186.39,1.97,True,1996.14,1.96,True,-2908.7,1.98,True
25,22,47,Ti,22070.16,0.84,True,18703.13,0.38,True,-8953.46,0.25,True,-10374.79,6.03,True,-9086.97,2.23,True,-15933.33,0.18,True,8880.88,0.13,True,10465.12,0.68,True,-38068.0,500.0,False,6845.34,0.67,True,-2257.32,1.76,True,2177.71,0.34,True
24,23,47,V,26263.24,0.86,True,15512.66,0.66,True,-8243.43,1.87,True,-19440.24,31.67,True,-7534.37,0.67,True,-20606.37,11.45,True,13002.58,0.11,True,5167.79,0.07,True,-52377.0,600.0,False,7714.03,0.83,True,406.01,0.72,True,1455.77,1.76,True
23,24,47,Cr,31190.41,35.91,True,10130.68,6.09,True,-7666.41,9.43,True,-27693.0,500.0,False,2276.25,6.03,True,-30064.0,400.0,False,13162.33,12.94,True,4776.2,6.03,True,,,True,8034.24,6.09,True,-5582.14,181.74,True,8632.39,6.07,True
22,25,47,Mn,33459.0,401.0,False,5258.3,31.68,True,-7074.93,53.28,True,-32937.0,601.0,False,7220.01,31.67,True,-31548.0,501.0,False,18068.0,401.0,False,383.78,33.68,True,,,True,7659.23,47.5,True,-4342.0,302.0,False,7196.41,184.38,True
21,26,47,Fe,36774.0,640.0,False,1933.0,501.0,False,-7325.0,640.0,False,,,True,15313.0,500.0,False,,,True,15851.0,707.0,False,1589.0,640.0,False,,,True,9091.0,640.0,False,-9036.0,707.0,False,12137.0,583.0,False
20,27,47,Co,,,True,-1042.0,721.0,False,,,True,,,True,15651.0,721.0,False,,,True,,,True,-2171.0,781.0,False,,,True,7319.0,721.0,False,,,True,8987.0,781.0,False
32,16,48,S,3721.0,778.0,False,,,True,-18176.0,843.0,False,35043.0,671.0,False,,,True,14470.0,718.0,False,2680.0,778.0,False,24238.0,998.0,False,56986.0,596.0,False,503.0,919.0,False,2026.0,778.0,False,-19082.0,919.0,False
31,17,48,Cl,6563.0,542.0,False,41828.0,860.0,False,-17156.0,707.0,False,28004.0,500.0,False,-41279.0,944.0,False,13015.0,500.0,False,2572.0,640.0,False,18939.0,707.0,False,40224.0,500.0,False,6091.0,707.0,False,4573.0,1150.0,False,-14234.0,707.0,False
30,18,48,Ar,8651.04,307.4,True,37199.0,587.0,False,-15502.02,307.44,True,21943.29,307.39,True,-36940.0,587.0,False,5359.32,307.4,True,4986.32,307.4,True,19791.0,504.0,False,26211.37,307.39,True,2288.87,371.52,True,845.26,336.2,True,-12645.35,1080.02,True
29,19,48,K,13013.19,1.06,True,33003.02,208.66,True,-14324.87,136.32,True,12219.37,5.01,True,-29794.0,400.0,False,1988.62,2.35,True,4643.82,1.6,True,14207.11,1.36,True,12193.22,1.24,True,8199.26,1.36,True,2350.37,0.93,True,-8375.53,136.17,True
28,20,48,Ca,17227.9,2.23,True,29029.64,1.12,True,-13976.29,1.59,True,4268.08,0.08,True,-26147.26,1.12,True,-7959.35,1.93,True,9951.53,2.22,True,15801.62,1.4,True,-1402.61,7.32,True,1900.1,0.73,True,-2744.94,0.53,True,-8807.43,0.52,True
27,21,48,Sc,18885.26,5.0,True,23667.86,5.0,True,-11147.27,4.97,True,-26.15,5.04,True,-16080.84,5.14,True,-7637.8,4.95,True,8238.56,5.31,True,9448.39,5.42,True,-15207.5,8.52,True,9346.33,5.43,True,1172.39,4.96,True,-2241.8,4.98,True
26,22,48,Ti,20507.54,0.14,True,19931.29,2.23,True,-9448.95,0.34,True,-5670.69,7.32,True,-13437.26,2.22,True,-14557.41,0.14,True,11626.66,0.04,True,11445.08,1.93,True,-30493.0,400.0,False,3979.32,0.68,True,-2556.76,0.67,True,-2034.13,0.38,True
25,23,48,V,23544.98,0.98,True,17294.42,1.18,True,-9086.62,2.01,True,-15181.36,7.01,True,-7430.07,2.16,True,-17986.43,6.11,True,10542.39,0.98,True,6829.3,0.97,True,-45977.0,500.0,False,10360.91,0.98,True,-603.8,1.28,True,2240.6,1.18,True
24,24,48,Cr,29493.09,13.59,True,13272.16,7.33,True,-7698.37,7.36,True,-24822.0,400.0,False,-5173.63,7.32,True,-28326.96,32.51,True,16330.76,9.48,True,8104.37,7.33,True,-59615.0,502.0,False,4964.14,7.33,True,-6071.95,7.38,True,1834.22,7.37,True
23,25,48,Mn,32869.0,400.0,False,6798.93,6.94,True,-7604.87,181.77,True,-30796.0,500.0,False,5421.31,6.94,True,-30498.0,500.0,False,14801.28,32.42,True,2022.73,6.44,True,,,True,10886.03,13.39,True,-4917.48,36.07,True,8236.08,6.99,True
22,26,48,Fe,35053.0,640.0,False,3107.0,400.0,False,-7065.0,500.0,False,-34793.0,641.0,False,9273.0,400.0,False,-36442.0,721.0,False,19202.0,640.0,False,2723.0,401.0,False,,,True,5280.0,565.0,False,-7886.0,565.0,False,7161.0,401.0,False
21,27,48,Co,,,True,509.0,640.0,False,-7955.0,707.0,False,,,True,16777.0,501.0,False,,,True,16942.0,781.0,False,-1081.0,707.0,False,,,True,11300.0,707.0,False,-7398.0,640.0,False,12396.0,640.0,False
20,28,48,Ni,,,True,-1305.17,37.14,True,,,True,,,True,16374.0,708.0,False,,,True,,,True,866.0,782.0,False,,,True,,,True,,,True,8678.0,642.0,False
33,16,49,S,2420.0,834.0,False,,,True,-18822.0,967.0,False,38283.0,778.0,False,,,True,17302.0,834.0,False,-260.0,300.0,False,,,True,62393.0,667.0,False,2094.0,1042.0,False,2987.0,967.0,False,,,True
32,17,49,Cl,5423.0,721.0,False,43348.0,1000.0,False,-17085.0,781.0,False,30551.0,600.0,False,,,True,15150.0,674.0,False,2851.0,781.0,False,19111.0,846.0,False,47501.0,600.0,False,4281.0,781.0,False,5464.0,781.0,False,-16383.0,922.0,False
31,18,49,Ar,7966.0,400.0,False,39138.0,640.0,False,-15625.0,1110.0,False,24110.0,400.0,False,-37240.0,718.0,False,7023.0,400.0,False,2980.0,504.0,False,20199.0,640.0,False,31374.0,400.0,False,3301.0,565.0,False,1534.0,451.0,False,-11883.0,640.0,False
30,19,49,K,10042.15,1.61,True,34410.0,400.0,False,-13773.86,136.17,True,16949.77,2.81,True,-32620.0,500.0,False,6541.82,0.81,True,5398.33,1.11,True,14619.12,307.39,True,18350.44,1.15,True,6465.65,1.38,True,5025.49,1.38,True,-10105.69,208.66,True
29,20,49,Ca,15097.98,2.23,True,30511.37,1.14,True,-13953.88,0.55,True,7264.02,0.19,True,-26307.4,307.39,True,-4867.24,4.95,True,5146.45,0.18,True,16304.26,0.8,True,4033.29,2.25,True,5123.02,1.41,True,-1021.79,0.75,True,-5880.44,1.14,True
28,21,49,Sc,18367.3,3.32,True,25427.23,3.04,True,-12370.54,2.75,True,1400.67,2.82,True,-21565.76,2.81,True,-6139.87,2.7,True,10128.74,5.64,True,9625.61,2.7,True,-8940.63,3.52,True,6493.96,3.49,True,1442.15,3.5,True,-5500.94,2.79,True
27,22,49,Ti,19769.06,0.05,True,20797.31,2.22,True,-10176.53,0.38,True,-3230.73,2.25,True,-11628.13,0.08,True,-12157.41,0.97,True,8142.4,0.03,True,11348.92,4.95,True,-23813.06,24.22,True,6483.61,1.93,True,-1938.51,0.68,True,221.98,2.23,True
26,23,49,V,22097.95,0.83,True,18203.28,2.1,True,-9314.95,1.06,True,-10341.3,2.4,True,-10747.06,5.02,True,-13211.23,7.37,True,11555.55,1.27,True,6758.19,0.82,True,-38082.0,500.0,False,7686.24,0.82,True,1029.92,0.83,True,-554.31,1.07,True
25,24,49,Cr,26913.12,6.43,True,14973.64,2.25,True,-8748.14,2.4,True,-20582.33,24.32,True,-4129.32,2.25,True,-24108.04,7.29,True,10582.36,7.63,True,8144.34,2.45,True,-53533.0,600.0,False,7384.36,2.25,True,-3393.65,2.25,True,4441.14,2.25,True
24,25,49,Mn,31196.89,31.75,True,10191.96,2.26,True,-8159.53,2.42,True,-27740.0,500.0,False,-431.91,2.46,True,-27692.0,400.0,False,16395.61,7.29,True,2087.58,7.64,True,,,True,7652.75,6.43,True,-3285.01,11.67,True,5101.12,2.26,True
23,26,49,Fe,34024.0,501.0,False,4766.09,24.96,True,-7660.84,42.89,True,-32951.0,600.0,False,10782.32,25.3,True,-34322.0,501.0,False,14822.0,400.0,False,2743.36,25.19,True,,,True,8526.45,39.87,True,-7317.0,400.0,False,10367.24,26.79,True
22,27,49,Co,36393.0,781.0,False,1892.0,501.0,False,-7055.0,640.0,False,,,True,12127.0,500.0,False,-34745.0,708.0,False,19451.0,707.0,False,-831.0,640.0,False,,,True,7700.0,707.0,False,-5926.0,707.0,False,8336.0,640.0,False
21,28,49,Ni,,,True,-492.0,781.0,False,-7987.0,721.0,False,,,True,18911.0,721.0,False,,,True,16665.0,782.0,False,589.0,781.0,False,,,True,8540.0,848.0,False,,,True,12936.0,781.0,False
33,17,50,Cl,4123.0,781.0,False,,,True,-17655.0,922.0,False,33468.0,600.0,False,,,True,16858.0,721.0,False,1271.0,848.0,False,20642.0,897.0,False,52287.0,600.0,False,5689.0,846.0,False,5234.0,781.0,False,-16324.0,1000.0,False
32,18,50,Ar,7191.0,587.0,False,40669.0,778.0,False,-16095.0,707.0,False,26260.0,500.0,False,-41711.0,834.0,False,8210.0,500.0,False,4211.0,640.0,False,21559.0,781.0,False,38102.0,500.0,False,1661.0,707.0,False,1314.0,640.0,False,-15053.0,707.0,False
31,19,50,K,9586.01,7.77,True,36026.0,500.0,False,-14293.37,208.8,True,18819.53,16.88,True,-33957.0,600.0,False,7500.6,7.73,True,4187.67,7.77,True,15827.0,400.0,False,23496.17,7.74,True,7264.29,307.49,True,4502.54,7.81,True,-10302.0,400.0,False
30,20,50,Ca,11507.23,1.59,True,31885.83,307.4,True,-12241.21,1.94,True,11842.44,1.59,True,-29688.0,400.0,False,-1099.28,3.13,True,6360.78,1.6,True,17266.7,1.77,True,10672.85,1.64,True,3406.06,1.76,True,986.81,2.11,True,-8576.48,1.94,True
29,21,50,Sc,16186.17,15.8,True,26840.85,15.02,True,-11558.37,15.02,True,4676.63,15.01,True,-22224.86,15.02,True,-4054.91,15.0,True,6057.43,15.24,True,10536.59,15.0,True,-1919.79,15.01,True,10388.05,15.0,True,2661.09,15.16,True,-3189.0,15.07,True
28,22,50,Ti,19081.59,0.05,True,21784.97,0.09,True,-10717.21,2.23,True,-1169.59,0.45,True,-17420.87,0.2,True,-11541.05,0.82,True,10939.19,0.04,True,12159.37,2.7,True,-16955.2,8.38,True,3782.99,4.95,True,-2231.01,1.93,True,-3440.84,2.22,True
27,23,50,V,20888.95,1.06,True,19298.11,4.97,True,-9887.71,0.8,True,-6596.42,0.31,True,-9951.72,2.73,True,-11962.27,2.22,True,9333.4,0.92,True,7949.2,0.42,True,-31594.0,400.0,False,9979.5,0.42,True,577.41,0.42,True,758.98,1.98,True
26,24,50,Cr,23582.69,7.31,True,16347.3,0.45,True,-8559.19,0.47,True,-15785.62,8.39,True,-8987.26,0.45,True,-20712.75,2.21,True,13000.33,2.2,True,9589.11,0.94,True,-46142.0,500.0,False,4926.43,1.07,True,-3391.4,0.47,True,321.69,0.45,True
